Diario Extra,@DiarioExtraEc,25m,"En la calle Guayaquil y Espejo, centro de Quito,  se encuentran más simpatizantes del alcalde Jorge Yunda."
Luis Eduardo Vivanco,@luisevivanco,May 26,"Existen diferencias en el concejo sobre el post Yunda, las cuales empantanan las voluntades políticas para liberar a Quito de su corrupta administración. Una de esas es que Guarderas asuma. Algunos no lo quieren de Alcalde, pero tampoco a un correísta."
4 Pelagatos,@4pelagatos4,3h,"Crónica de una muerte anunciada para Yunda, alcalde de una ciudad en decadencia: así es la situación de Quito y su edil con grillete gritando para que salgan a salvarlo. ¿Dónde quedó la minga ética ciudadana? La columna de María Amparo Albán en #4P"
El Noticiero,@elnoticierotc,May 27, ¡ÚLTIMA HORA! 
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Mov.Cambio y Libertad,@IBelrod,Jun 1,"La remoción de Yunda podría quedar para la historia nefasta del MDMQ, porque sería el primer Alcalde de Quito que saldría de una manera tan deshonrosa. A esto llevó el oportunismo y la búsqueda de protagonismo de candidatos a la alcaldía que dividieron #RedDeTuiterosDemocraticos"
Más allá de los cuentos,@NoNegligencia,May 30,"En cada tuit que leo de personas que critican al alcalde Jorge Yunda por la corrupción generalizada en el MDMQ y  mencionan ejemplos, con regularidad se ‘olvidan’ de añadir lo que pasa en la "
El Comercio,@elcomerciocom,1h,#Quito | La edil Luz Elena Coloma (Creo) dice que en el proceso de remoción que enfrenta el alcalde Jorge Yunda se verá el compromiso por la capital ecuatoriana.
El Comercio,@elcomerciocom,1h,Replying to 
Primicias,@Primicias,1h,"La sala del Concejo Metropolitano a punto de instalarse para tratar el primer pedido de remoción en contra del alcalde de Quito, Jorge Yunda. » http://prim.ec/4VZc30rJBbK"
Galo Vallejos Espinosa,@GaloVallejosE,13h,"Quito no es ni fue ciudad para todos sus habitantes. Como todo centro urbano de un capitalismo periférico, está atravesada por la inequidad. No ha existido alcalde que la haya enfrentado como política pública, Yunda incluido. Es un alcalde promedio, pero molesto para las élites…"
El Comercio,@elcomerciocom,1h,"#Quito | El concejal Luis Reina (correísmo) dice que su bloque tiene una posición, pero escucharán los alegatos de las partes en el proceso de remoción en contra del alcalde Jorge Yunda. Compromiso Social representa ocho votos"
MorenaLuna,@LaCarol_M,21h,Gracias por la invitación 
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Diario El Mercurio,@elmercurioec,May 28,"El Concejo Metropolitano de Quito aprobó ayer los dos pedidos de remoción en contra del alcalde de la ciudad, Jorge Yunda, presentados por dos organizaciones ciudadanas, con lo que avanza el proceso para su destitución."
El Telégrafo Ecuador,@el_telegrafo,11m,#EnVivo | Sigue la transmisión del Concejo Metropolitano ▼
Radio Sonorama,@radiosonorama,19h,"Para remover al alcalde Jorge Yunda se necesitan 14 votos pero a decir de la concejal Luz Elena Coloma, sólo hay 13. Se esperan concentraciones a favor y en contra del proceso. "
El Universo,@eluniversocom,May 27,El Concejo Metropolitano de Quito decidirá la próxima semana sobre los dos pedidos de remoción en contra del alcalde Jorge Yunda►http://ow.ly/TUEz50EXfrx
AldoMarquezdelaPlata,@amarqued,May 26,Sería realmente penoso que el Ecuador y nuestra capital Quito festeje el año del Bicentenario de la Batalla del Pichincha con Yunda de Alcalde…
El Universo,@eluniversocom,2h,Este miércoles se define sobre pedidos de remoción al alcalde Jorge Yunda; son dos sesiones de Concejo y se necesitan 14 de los 21 votos para sacar al funcionario►http://ow.ly/grmb50F0LpM
Marianella Irigoyen,@NellaIrigoyen,18h,"En 24hs se dará inicio a la segunda sesión extraordinaria del día, donde se conocerá el segundo pedido de REMOCIÓN, acto seguido se lo conocerá como: ex Alcalde de Quito, Jorge Yunda. "
barrios de Quito,@barriosdequito,3h,#Quitonotienealcalde #Quito 
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
LaHistoria,@lahistoriaec,May 27,"Tic toc, tic toc. Informes sobre dos pedidos de remoción del alcalde de Quito Jorge Yunda fueron aprobados por la Comisión de Mesa y serán puestos a consideración del Concejo a más tardar el próximo 2 de junio. Ese día podría ser destituido Yunda, quien sigue con grillete."
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
El Universo,@eluniversocom,May 28,La suerte del alcalde Jorge Yunda en el Municipio de Quito se decide la próxima semana►http://ow.ly/wReI50EXjpH
Radio La Calle,@radiolacalle,May 31,Linda Guamán abandona la Secretaría de Salud del Municipio
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
Prensa News,@flashprensanew,2h,"A partir de las 08:30, se llevará a cabo la sesión del Concejo Metropolitano de Quito para decidir sobre el pedido de remoción en contra del alcalde Jorge Yunda. El vicealcalde Santiago Guarderas convocó a estas reuniones de manera presencial en el Palacio Municipal."
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
Primicias,@Primicias,May 27,"En sus dos años en funciones, el alcalde Jorge Yunda ha designado a 3 gerentes y va por un cuarto. La empresa Metro de Quito cambia de autoridad cada ocho meses en promedio. »"
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Prensa News,@flashprensanew,20h,"En total son nueve los incumplimientos aprobados por la Comisión de Mesa en los dos pedidos de remoción ingresados contra el alcalde de Quito, Jorge Yunda. Este miércoles 2 de junio se llevarán a cabo las dos sesiones extraordinarias para conocer y votar sobre estas denuncias."
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Hector Muñoz,@hmunozalarcon,18h,Atentos con el proceder de los Concejales de Quito el día de mañana en el procedimiento de remoción del Alcalde Yunda. 
Municipio de Quito,@MunicipioQuito,May 29,El alcalde Dr. Jorge Yunda 
Canal RTU,@CanalRTU,1h,[#ATENCIÓN] Consejo Metropolitano define el futuro del Alcalde Jorge Yunda
LaHistoria,@lahistoriaec,May 27,"Zeus, la mascota del alcalde Yunda, muy pronto en adopción. La caricatura de la política de Toño:"
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
El Universo,@eluniversocom,May 31,"Empieza semana decisiva para el alcalde de Quito, Jorge Yunda ► http://ow.ly/ncBc50EZaGB"
Radio Sonorama,@radiosonorama,17m,#ÚLTIMO Inicia sesión del Concejo Metropolitano de #Quito para analizará remoción al alcalde Jorge Yunda. El funcionario está a la espera para presentar sus pruebas de descargo.
ecuadorenvivo,@ecuadorenvivo,51m,"#AHORA : Barras a favor del alcalde de Quito, Jorge Yunda, se han presentes en los exteriores del Salón de Sesiones del Consejo Metropolitano de Quito."
Diego Cevallos Salgado,@DiegoCevallosEC,May 29,"Finalizada la exposición de las partes, el Concejo discutirá y resolverá sobre la remoción de Yunda. "
Diego Cevallos Salgado,@DiegoCevallosEC,May 29,Replying to 
Teleamazonas,@teleamazonasec,May 31,El Concejo Metropolitano de Quito decide esta semana la suerte del alcalde Jorge Yunda
Joaquin Lopez Chavez,@JoaquinLopez67,May 27,"Jorge Yunda ganó las elecciones de manera democratica...no promover caos para nuestra capital....si alguien quiere ser alcalde de Quito, que se presente a las siguientes elecciones"
Othon Zevallos M,@othonzevallosm,May 28,"del #AlcaldeYunda, quien ha dado muestras de una absoluta falta de compromiso y transparencia con nuestra ciudad, como el caso evidente de nuestra querida empresa "
Othon Zevallos M,@othonzevallosm,May 28,Estimados Concejales del partido Fuerza Compromiso Social 
El Universo,@eluniversocom,May 31,"Pedidos de remoción al alcalde Jorge Yunda, estas son las causales que aprobó la Comisión de Mesa y envió al Pleno del Concejo►http://ow.ly/VIK750EZyzn"
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
El Comercio,@elcomerciocom,May 28,"#ATENCIÓN | El Concejo Metropolitano decidirá el futuro del alcalde de Quito, Jorge Yunda. Por “despilfarro e incumplimientos” se busca la remoción » https://bit.ly/34umm4g"
Teleamazonas,@teleamazonasec,May 28,Comisión de mesa aprobó los pedidos de remoción contra el alcalde Yunda
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Panas de Jorge Yunda,@PanasJorgeYunda,May 29,"El Alcalde Jorge Yunda visitó a la familia Fuerez-Oyagata en San José de Minas, quienes lo perdieron todo tras un deslave en su vivienda. En coordinación con el GAD parroquial el "
Carlos Vera,@CarlosVerareal,May 27,Alcalde Yunda cada vez más cerca de irse...
Municipio de Quito,@MunicipioQuito,May 28,"“Este es un centro de bienestar animal que está totalmente equipado y listo para atender las necesidades como esterilización, vacunación y chequeos”, dijo el alcalde de Quito, Dr. Jorge Yunda, "
Municipio de Quito,@MunicipioQuito,May 28,Replying to 
Ecuavisa,@ecuavisa,23h, 5 claves para entender la situación política del Alcalde de #Quito Jorge Yunda. 
Jeff Sanguña,@jeffsanguna,2h,"#GisselaChalá, vicealcaldesa de Quito, confirma que la Revolución Ciudadana votará en bloque sobre la situación de Jorge Yunda. La decisión se basará en el cumplimiento o no de funciones del alcalde y no sobre los procesos judiciales. "
CoaliciónCiudadanaEC,@CoalicionUIO,May 31,"Exhortamos a las y los Concejales del DMQ, a que sus decisiones, en la Sesión de Concejo para abordar la Remoción del alcalde, Jorge Yunda, vayan acorde a las necesidades de la capital de los ecuatorianos, para retomar las riendas de estabilidad en la estructura municipal."
Municipio de Quito,@MunicipioQuito,May 28,"Para finalizar el alcalde de Quito, Dr. Jorge Yunda, "
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Claudia Roura,@ClaudiaRoura,14h,Mañana el Concejo Metropolitano trata los dos pedidos de remoción del #Alcalde Jorge Yunda.
Diario Expreso,@Expresoec,May 27,"Tras semanas de deliberación y análisis, la Comisión de Mesa del Concejo Metropolitano de Quito aprobó los dos pedidos de remoción que pesan contra el alcalde Jorge Yunda."
RTS,@RTSEcuador,1h,Esto en medio de varios enfrentamientos verbales
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Metro Ecuador,@MetroEcuador,19m,Declaraciones del alcalde Jorge #Yunda previo al inicio de la sesión del Concejo Metropolitano de #Quito. Este miércoles se tramitará las solicitudes de remoción.
Primicias,@Primicias,May 27,El pleno de la Comisión de Mesa del Concejo Metropolitano de Quito aprobó los dos pedidos de remoción en contra del alcalde Jorge Yunda. » http://prim.ec/EXZF30rJ6Tu
ecuadorenvivo,@ecuadorenvivo,2h,"#VIDEO : El Municipio de Quito amanece cercado y con resguardo, ante el anuncio de plantones contra el alcalde, Jorge Yunda, el día en que se decide su permanencia o no en el cargo. Hay dos sesiones previstas para hoy."
Diario Extra,@DiarioExtraEc,59m,ATENCIÓN: El alcalde Jorge Yunda llegó al Municipio y en este momento se instaló la sesión extraordinaria.
▁ ▂ ▄ ▅ ▆ Rene ▆ ▅ ▄ ▂ ▁,@elcritico593,21h,"No estoy a favor de Guarderas pero seguramente él tiene mucho más visión de alcalde que Yunda, eso es seguro!!!"
La Prensa Chimborazo,@LaPrensaInforma,21h,"En total son nueve los #incumplimientos aprobados por la Comisión de Mesa en los dos pedidos de remoción ingresados en contra del alcalde de #Quito, Jorge Yunda. Este miércoles 2 de junio se llevarán a cabo las dos sesiones extraordinarias para conocer."
Javier Larrea,@JavierLarrea10,38m,"Hoy se decide si el Alcalde Yunda sigue o sale, típico momento donde se debe separar la persona del problema, y el problema ha sido su actitud inoperante como Alcalde, ojalá sus allegados en el Concejo no sean mayoría."
BN Periodismo,@BNPeriodismo,32m,"Hoy, los 21 miembros del Concejo de Quito resolverán si el alcalde, Jorge Yunda, se mantiene en el cargo o es removido por alguna de las dos peticiones de ­colectivos ciudadanos. Para la remoción, se necesitan 14 votos. Yunda llegó al Concejo acompañado de sus simpatizantes."
Iván,@cemoralesva,May 27,"Lo confío en los concejales, la mayoría debe estar negociando con Yunda. Ellos no trabajan para la ciudad sino para sus propios intereses. Pero pueden rectificar y salvar a la ciudad de tan nefasto alcalde. Están a tiempo de hacer lo correcto."
Carlos Vera,@CarlosVerareal,May 29,La destitución de Jorge Yunda como Alcalde de Quito es el tema mañana en 
Dr. Alejandro Vanegas,@vanegascortazar,May 30,"Situación de Alcalde Yunda es dramática... sometido a 1 proceso penal, ahora tiene q enfrentar la posibilidad de ser removido del cargo para el q fue elegido en la Capital!!! Si se va Yunda, quién tiene las posibilidades de asumir la alcaldía de Quito?"
Diario Expreso,@Expresoec,May 28,"El Directorio de la Empresa Pública Metropolitana Metro de Quito, en sesión extraordinaria, designó a Rodrigo Torres como el nuevo gerente de la entidad municipal, el cuarto funcionario en ocupar el cargo desde que empezó la gestión del alcalde Jorge Yunda."
